episode:1, reward: -9.089462863111494, mean reward: -1.7, score: -201.8934829162613, epsilon: 0.893311454540539, total steps: 238
episode:481, reward: -25.32216581503844, mean reward: -3.06, score: -207.77640108960955, epsilon: 0.326018994173305, total steps: 33744
episode:482, reward: -21.94208837450992, mean reward: -1.36, score: -218.02952984873684, epsilon: 0.3245508115049646, total steps: 33904
episode:483, reward: -2.5073136030910503, mean reward: -8.8, score: -202.3705907522756, epsilon: 0.3243404032162943, total steps: 33927
episode:484, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.32433125868859675, total steps: 33928
episode:485, reward: -332.47175294252287, mean reward: -332.47, score: -332.47175294252287, epsilon: 0.32432211446571163, total steps: 33929
episode:486, reward: -6.899447284133478, mean reward: -7.31, score: -204.5754275626295, epsilon: 0.32406619993756763, total steps: 33957
episode:487, reward: -6.938176217906173, mean reward: -2.11, score: -200.23949392487646, epsilon: 0.3231996963259091, total steps: 34052
episode:488, reward: -100, mean reward: -0.03, score: -2.3007822137926723, epsilon: 0.3225448032407778, total steps: 34124
episode:489, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.3225357185654152, total steps: 34125
episode:490, reward: -7.195256781569257, mean reward: -1.52, score: -205.06507060320612, epsilon: 0.32131206312153743, total steps: 34260
episode:491, reward: -425.87322020993304, mean reward: -425.87, score: -425.87322020993304, epsilon: 0.3213030195368273, total steps: 34261
episode:492, reward: -17.800595439348747, mean reward: -0.88, score: -206.12087239965697, epsilon: 0.31918611458613794, total steps: 34496
episode:493, reward: -417.0952635408283, mean reward: -417.1, score: -417.0952635408283, epsilon: 0.3191771418651979, total steps: 34497
episode:494, reward: -12.680901488234658, mean reward: -1.65, score: -201.5580385049606, epsilon: 0.3180847109366986, total steps: 34619
episode:495, reward: -6.150400065837999, mean reward: -1.46, score: -201.3463568625457, epsilon: 0.31685435325857936, total steps: 34757
episode:496, reward: -7.877548480085933, mean reward: -3.82, score: -202.27505387651652, epsilon: 0.3163833267637368, total steps: 34810
episode:497, reward: -15.16296194023304, mean reward: -1.31, score: -213.4440140210808, epsilon: 0.3149399022093164, total steps: 34973
episode:498, reward: -28.049541224891296, mean reward: -1.08, score: -208.56324806546755, epsilon: 0.3132409264036766, total steps: 35166
episode:499, reward: -331.97286825450976, mean reward: -331.97, score: -331.97286825450976, epsilon: 0.3132321518523732, total steps: 35167
episode:500, reward: -15.517941601992154, mean reward: -1.71, score: -208.8542636808233, epsilon: 0.3121638481247002, total steps: 35289
episode:501, reward: -417.9128938743152, mean reward: -417.91, score: -417.9128938743152, epsilon: 0.3121551094754077, total steps: 35290
episode:502, reward: -48.60739921172931, mean reward: -0.77, score: -215.90939835962683, epsilon: 0.30970239725389104, total steps: 35572
episode:503, reward: -100, mean reward: -5.0, score: -114.88909485109184, epsilon: 0.3095033683868108, total steps: 35595
episode:504, reward: -100, mean reward: -3.52, score: -63.41594740870275, epsilon: 0.3093477130670443, total steps: 35613
episode:505, reward: 0.4084089479499882, mean reward: 10.33, score: 4142.9853278239025, epsilon: 0.30590416429081724, total steps: 36014
episode:506, reward: -426.4082626141739, mean reward: -426.41, score: -426.4082626141739, epsilon: 0.30589563429417493, total steps: 36015
episode:507, reward: -3.0986445412362174, mean reward: -1.45, score: -201.27241015871084, epsilon: 0.3047127270399493, total steps: 36154
episode:508, reward: 0.3549001761415811, mean reward: 8.19, score: 3285.095369152755, epsilon: 0.30133072035434905, total steps: 36555
episode:509, reward: -332.4878595765274, mean reward: -332.49, score: -332.4878595765274, epsilon: 0.30132234280329717, total steps: 36556
episode:510, reward: -8.052738295977724, mean reward: -0.75, score: -202.2546135877615, epsilon: 0.2990788922972358, total steps: 36825
episode:511, reward: -425.88387619649194, mean reward: -425.88, score: -425.88387619649194, epsilon: 0.29907058980586815, total steps: 36826
episode:512, reward: -9.817404472026572, mean reward: -1.91, score: -206.4411246051382, epsilon: 0.29817554772495786, total steps: 36934
episode:513, reward: -4.757801110213231, mean reward: -1.18, score: -201.70903762241787, epsilon: 0.2967649710655393, total steps: 37105
episode:514, reward: -100, mean reward: -1.25, score: -149.5066461330505, epsilon: 0.295779882671516, total steps: 37225
episode:515, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.29577169014530313, total steps: 37226
episode:516, reward: -9.868821836965958, mean reward: -1.48, score: -204.06900609945365, epsilon: 0.29464373665262517, total steps: 37364
episode:517, reward: -7.09891365932675, mean reward: -1.78, score: -202.54087096091925, epsilon: 0.29371585454589916, total steps: 37478
episode:518, reward: -100, mean reward: 1.22, score: 199.2629561328867, epsilon: 0.29238717623732446, total steps: 37642
episode:519, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.2923790967994413, total steps: 37643
episode:520, reward: -7.79695441536788, mean reward: -0.87, score: -202.58289254063604, epsilon: 0.2904958938836065, total steps: 37877
episode:521, reward: -10.92937547417217, mean reward: -3.31, score: -208.38597804082704, epsilon: 0.28999138242888634, total steps: 37940
episode:522, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.2899833828494658, total steps: 37941
